Symbol,Name,Industry,Sector,Market Cap,P/E ttm,Price/Book,ROA%,ROE%,Debt/Equity,Price/Cash Flow,Ent Value,EBITDA(a),EBIT(a),Shares Out,Net Income(a),Beta,% Insider,% Institutional,Sales(a),Float,% Float,Price/Sales,Earnings Date,Latest Earnings
ANY,Sphere 3D Corp,Finance - Misc Services,Finance,17409000,0,0.59,-43.50%,-51.77%,0,N/A,11999000,-10730000,-17840000,26458000,-9470000,3.22,3.60%,17.28%,N/L,N/L,N/L,N/L,N/L,2025-08-12
AON,AON Plc,Insurance - Brokers,Finance,80521872000,22.66,10.7,6.82%,52.71%,2.45,19.27,96577872000,5388000000,4702000000,215940000,2654000000,0.84,1.10%,86.14%,N/L,N/L,N/L,N/L,N/L,2025-07-25
AOS,Smith A.O. Corp,Machinery - Electrical,Industrial Products,10240374000,20.04,5.69,16.52%,28.42%,0.15,17.02,10193974000,785900000,707100000,142109000,533600000,1.2,0.76%,76.10%,N/L,N/L,N/L,N/L,N/L,2025-07-24
AOSL,Alpha and Omega Semi,Electronics - Semiconductors,Computers and Technology,802735000,0,0.91,-0.22%,-0.28%,0.02,15.59,653915000,35440000,-18320000,29415000,-11080000,2.11,16.90%,78.97%,N/L,N/L,N/L,N/L,N/L,2025-08-06
APA,Apa Corp,Oil - US Exploration & Product,Oils-Energy,6907783000,4.8,1.08,7.63%,23.22%,0.83,1.99,12326782000,6596000000,4330000000,361664000,804000000,1.25,0.69%,83.01%,N/L,N/L,N/L,N/L,N/L,2025-08-06
APD,Air Products and Chemicals,Chemical - Diversified,Basic Materials,66594064000,24.14,3.94,7.06%,15.48%,0.9,15.65,77758768000,2928700000,1477600000,222544000,3828200000,0.85,0.41%,81.66%,N/L,N/L,N/L,N/L,N/L,2025-07-31
APG,Api Group Corp,Business Services,Business Services,14596390000,27.68,4.83,7.59%,20.98%,0.92,11.26,16850390000,770000000,468000000,415260000,250000000,1.58,17.00%,86.62%,N/L,N/L,N/L,N/L,N/L,2025-07-31
APH,Amphenol Corp,Electronics - Connectors,Computers and Technology,127032080000,41.95,10.9,14.10%,30.58%,0.69,42.619999,130609880000,4069400000,3496900000,1209599000,2424000000,1.13,1.67%,97.01%,N/L,N/L,N/L,N/L,N/L,2025-07-23
APLD,Applied Digital Corp,Finance - Misc Services,Finance,2419503000,0,5.49,-19.65%,-77.49%,1.52,N/A,2520203000,21300000,-58060000,225070000,-149270000,6.04,11.81%,65.67%,N/L,N/L,N/L,N/L,N/L,2025-07-30
APLE,Apple Hospitality REIT Inc,REIT - Equity Trust Other,Finance,2990579000,7.82,0.92,3.82%,5.84%,0.51,7.38,4563369000,590450000,399850000,237914000,214060000,1.04,7.10%,89.66%,N/L,N/L,N/L,N/L,N/L,2025-08-06
APLS,Apellis Pharmaceuticals Inc,Medical - Biomedical,Medical,2462110000,0,15.38,-25.35%,-99.19%,2.19,N/A,2408990000,-173930000,-186220000,125682000,-197880000,0.67,6.50%,96.29%,N/L,N/L,N/L,N/L,N/L,2025-07-31
APLT,Applied Therapeutics Inc,Medical - Biomedical,Medical,67956000,0,1.97,-84.02%,-184.67%,0,N/A,-11444000,-103300000,-104290000,141576000,-105620000,1.82,1.60%,98.31%,N/L,N/L,N/L,N/L,N/L,2025-08-06
APO,Apollo Asset Management Inc,Finance - Investment Mgmt,Finance,86369888000,22.94,2.8,1.06%,13.45%,0.33,23.219999,81417888000,8142000000,7190000000,571494000,4577000000,1.59,8.20%,77.06%,N/L,N/L,N/L,N/L,N/L,2025-08-05
APP,Applovin Corp Cl A,Technology Services,Business Services,123220240000,64.97,211.649994,34.45%,224.65%,6.45,60.259998,125987808000,2840450000,2386310000,338387000,1579780000,2.42,13.66%,41.85%,N/L,N/L,N/L,N/L,N/L,2025-08-06
APPF,Appfolio Cl A,Internet - Software,Computers and Technology,9531110000,84.06,20.379999,20.78%,25.83%,0,71.540001,9488610000,175750000,155930000,36029000,204070000,0.88,4.68%,85.19%,N/L,N/L,N/L,N/L,N/L,2025-07-31
APPN,Appian Corp Cl A,Internet - Software,Computers and Technology,2197891000,0,N/A,-6.08%,0.00%,-7.81,N/A,2329771000,-31530000,-42150000,74228000,-92260000,1.72,43.00%,52.70%,N/L,N/L,N/L,N/L,N/L,2025-08-07
APPS,Digital Turbine,Internet - Software,Computers and Technology,589445000,269.5,3.68,0.39%,1.89%,2.65,6.57,958155000,28840000,-54070000,107957000,-92100000,2.57,5.80%,63.66%,N/L,N/L,N/L,N/L,N/L,2025-08-05
APTV,Aptiv Plc,Auto - Truck Original Parts,Auto-Tires-Trucks,15439235000,10.29,1.67,6.99%,17.24%,0.86,6.41,22309236000,3055000000,2079000000,217730000,1787000000,1.46,0.45%,94.21%,N/L,N/L,N/L,N/L,N/L,2025-07-31
AQST,Aquestive Therapeutics Inc,Medical - Drugs,Medical,412211000,0,N/A,-50.31%,0.00%,-0.55,N/A,373161000,-29750000,-41180000,99328000,-44140000,1.97,8.35%,32.45%,N/L,N/L,N/L,N/L,N/L,2025-08-05
AR,Antero Resources Corp,Oil - US Exploration & Product,Oils-Energy,10101443000,36.15,1.39,2.20%,4.01%,0.17,13.68,11590673000,1723280000,982130000,310527000,57230000,0.68,6.70%,83.04%,N/L,N/L,N/L,N/L,N/L,2025-07-30
ARBE,Arbe Robotics Ltd,Technology Services,Business Services,164235000,0,2.56,-56.72%,-114.62%,0.13,N/A,181075000,-49660000,-50250000,105279000,-49320000,0.44,53.53%,33.42%,N/L,N/L,N/L,N/L,N/L,2025-08-07
ARBK,Argo Blockchain Plc ADR,Finance - Misc Services,Finance,24671000,0,N/A,0.00%,0.00%,-1.36,N/A,56201000,320000,-8040000,71947000,-55100000,1.7,0.00%,2.42%,N/L,N/L,N/L,N/L,N/L,2025-08-27
ARCC,Ares Capital Corp,Finance - SBIC & Commercial,Finance,16042546000,10.28,1.16,5.25%,11.05%,1.02,10.45,28941546000,1543000000,1516000000,694182000,1522000000,0.67,0.48%,27.38%,N/L,N/L,N/L,N/L,N/L,2025-07-29
ARDX,Ardelyx Inc,Medical - Drugs,Medical,1026404000,0,7.16,-13.81%,-34.45%,1.04,N/A,1112324000,-37560000,-39620000,239255000,-39140000,0.6,4.80%,58.92%,N/L,N/L,N/L,N/L,N/L,2025-08-04
ARE,Alexandria Real Estate Equities,REIT - Equity Trust Other,Finance,14215499000,8.74,0.65,-0.03%,-0.05%,0.6,9.74,25919990000,3171260000,2036120000,172959000,322950000,1.25,1.08%,96.54%,N/L,N/L,N/L,N/L,N/L,2025-07-21
AREC,American Resources Corp,Mining - Misc,Basic Materials,97421000,0,N/A,-20.29%,0.00%,-1.89,N/A,258981000,-21840000,-27050000,80513000,-40110000,0.9,16.80%,9.32%,N/L,N/L,N/L,N/L,N/L,2025-08-18
ARES,Ares Management LP,Finance - Investment Mgmt,Finance,60815544000,42.8,8.82,3.66%,16.29%,0.51,58.16,62744172000,1010280000,851700000,326579000,463740000,1.37,36.86%,50.03%,N/L,N/L,N/L,N/L,N/L,2025-08-01
ARLP,Alliance Resource Pt,Coal,Oils-Energy,3593415000,12.32,1.96,10.00%,15.77%,0.26,5.48,3929625000,933220000,647770000,128428000,360860000,0.54,16.80%,18.11%,N/L,N/L,N/L,N/L,N/L,2025-07-28
ARM,Arm Holdings Plc ADR,Electronics - Semiconductors,Computers and Technology,172391392000,150.93,24.51,13.42%,17.97%,0,127.660004,170306400000,1014000000,831000000,1056514000,792000000,4.19,N/A,7.53%,N/L,N/L,N/L,N/L,N/L,2025-07-30
ARMK,Aramark Holdings Corp,Business Services,Business Services,11502296000,25.52,3.77,3.54%,15.07%,2.16,13.52,16108766000,1658610000,1223060000,262071000,262520000,1.28,2.51%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-05
ARQQ,Arqit Quantum Inc,Internet - Software,Computers and Technology,488516000,0,31.34,0.00%,0.00%,0,N/A,469806000,-21160000,0,12745000,-54580000,2.35,54.60%,16.60%,N/L,N/L,N/L,N/L,N/L,2025-05-22
ARQT,Arcutis Biotherapeutics Inc,Medical - Biomedical,Medical,1771342000,0,12.55,-32.94%,-80.66%,0.75,N/A,1806592000,-125610000,-121310000,119202000,-140040000,1.77,9.40%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-06
ARR,Armour Residential R,REIT - Mortgage Trusts,Finance,1544275000,4.89,0.92,1.64%,15.89%,7.33,4.58,12111935000,529040000,529390000,91594000,-14390000,1.36,0.35%,54.17%,N/L,N/L,N/L,N/L,N/L,2025-07-23
ARRY,Array Technologies Inc,Solar,Oils-Energy,1054100000,10.77,N/A,9.83%,"1,227.67%",-6.94,2.35,1774170000,354550000,59680000,152547000,-240390000,1.74,0.45%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-07
ARVN,Arvinas Inc,Medical - Biomedical,Medical,572249000,0,0.87,-4.11%,-7.74%,0,N/A,472349000,-106100000,-95500000,72991000,-198900000,2.17,4.73%,95.19%,N/L,N/L,N/L,N/L,N/L,2025-07-29
ARWR,Arrowhead Pharma,Medical - Biomedical,Medical,2173694000,0,3.26,-12.49%,-45.33%,0.4,N/A,2464184000,-103200000,-118550000,138100000,-599490000,0.93,4.30%,62.61%,N/L,N/L,N/L,N/L,N/L,2025-08-07
AS,Amer Sports Inc,Leisure & Recreational Prdcts,Consumer Discretionary,20857802000,59.39,3.9,3.90%,7.21%,0.18,39.439999,21439702000,849800000,576000000,553845000,72600000,3.36,N/A,40.25%,N/L,N/L,N/L,N/L,N/L,2025-08-19
ASAN,Asana Inc Cl A,Internet - Software,Computers and Technology,3506298000,0,14.88,-24.34%,-87.78%,0.16,N/A,3360728000,-200900000,-244470000,235322000,-255540000,1.13,61.28%,26.21%,N/L,N/L,N/L,N/L,N/L,2025-09-02
ASML,Asml Holdings NY Reg ADR,Semi-Eqpt Wafer Fabrication,Computers and Technology,279821408000,30.26,14.26,19.10%,49.47%,0.21,31.049999,271112352000,13179720000,12185700000,393422000,8193230000,1.73,N/A,26.07%,N/L,N/L,N/L,N/L,N/L,2025-07-16
ASO,Academy Sports and Outdoors Inc,Leisure & Recreational Prdcts,Consumer Discretionary,3688088000,10.31,1.9,7.70%,19.62%,0.25,7.17,3884838000,626170000,505530000,66476000,418450000,1.29,3.62%,N/A,N/L,N/L,N/L,N/L,N/L,2025-09-09
ASPI,Asp Isotopes Inc,Chemical - Diversified,Basic Materials,878171000,0,15.86,-41.80%,-88.40%,0.05,N/A,818661000,-28020000,-28490000,83875000,-32330000,3.35,21.40%,16.80%,N/L,N/L,N/L,N/L,N/L,2025-08-18
ASPN,Aspen Aerogels Inc,Building & Construction - Misc,Construction,637956000,18.98,2.03,4.39%,6.69%,0.44,9.24,573516000,-216020000,-247240000,82105000,13380000,2.65,4.30%,97.64%,N/L,N/L,N/L,N/L,N/L,2025-08-07
ASST,Asset Entities Inc Cl B,Technology Services,Business Services,64981000,0,13.86,-200.79%,-227.23%,0,N/A,62321000,-6690000,-6690000,15772000,-6390000,17.37,56.47%,5.52%,N/L,N/L,N/L,N/L,N/L,2025-08-13
ASTL,Algoma Steel Group Inc,Steel - Producers,Basic Materials,653739000,0,0.61,-6.19%,-12.98%,0.44,4.57,684949000,-82590000,-167840000,104934000,77980000,1.65,7.77%,72.00%,N/L,N/L,N/L,N/L,N/L,2025-07-29
ASTS,Ast Spacemobile Inc,Wireless Equipment,Computers and Technology,17196592000,0,24.790001,-13.79%,-23.56%,0.61,N/A,16787552000,-128800000,-195870000,316492000,-300080000,2.27,34.15%,60.95%,N/L,N/L,N/L,N/L,N/L,2025-08-13
ATAI,Atai Life Sciences N.V.,Medical - Outpatient & Hm Care,Medical,715207000,0,4.91,-77.55%,-102.10%,0.14,N/A,718197000,-98510000,-98980000,200338000,-149270000,1.44,26.80%,28.41%,N/L,N/L,N/L,N/L,N/L,2025-08-12
ATGE,Adtalem Global Education Inc,Schools,Consumer Discretionary,4289946000,17.89,2.97,8.89%,17.47%,0.39,13.63,4717456000,446760000,333140000,37265000,136780000,0.9,2.00%,98.84%,N/L,N/L,N/L,N/L,N/L,2025-08-07
ATI,Ati Inc,Steel - Specialty,Basic Materials,13400049000,34.42,6.64,7.66%,21.37%,0.96,26.27,14574149000,792100000,640600000,141068000,367800000,1.13,1.10%,N/A,N/L,N/L,N/L,N/L,N/L,2025-07-31
ATKR,Atkore Inc,Wire & Cable Products,Industrial Products,2680045000,9.01,1.93,10.61%,20.81%,0.54,4.5,3093495000,488680000,335320000,33652000,472870000,2.05,1.99%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-05
ATLX,Atlas Lithium Corp,Mining - Misc,Basic Materials,95963000,0,3.68,-67.24%,-166.50%,0,N/A,80423000,-40300000,-40500000,17837000,-42240000,-0.86,33.60%,18.35%,N/L,N/L,N/L,N/L,N/L,2025-08-08
ATOM,Atomera Inc,Electronics - Semiconductors,Computers and Technology,162117000,0,6.92,-77.31%,-92.12%,0,N/A,136337000,-17960000,-19330000,30704000,-18440000,1.24,13.00%,30.79%,N/L,N/L,N/L,N/L,N/L,2025-08-05
ATOS,Atossa Therapeutics Inc,Medical Instruments,Medical,108490000,0,1.7,-31.53%,-33.90%,0,N/A,37300000,-28040000,-28060000,129170000,-25500000,0.9,7.60%,12.74%,N/L,N/L,N/L,N/L,N/L,2025-08-11
ATUS,Altice USA Inc Cl A,Communications Components,Computers and Technology,1253428000,0,N/A,-0.49%,0.00%,-48.08,0.88,26054098000,4964570000,3302710000,467697000,-102920000,1.58,44.60%,54.85%,N/L,N/L,N/L,N/L,N/L,2025-08-07
ATYR,Atyr Pharma Inc,Medical - Biomedical,Medical,518893000,0,6.59,-64.77%,-87.09%,0,N/A,507833000,-68220000,-67050000,89004000,-64020000,0.89,3.70%,61.72%,N/L,N/L,N/L,N/L,N/L,2025-08-12
AU,Anglogold Ashanti Ltd ADR,Mining - Gold,Basic Materials,21053658000,17.24,2.44,12.29%,21.19%,0.23,12.43,21592658000,2952000000,2200000000,419730000,1004000000,0.48,N/A,36.09%,N/L,N/L,N/L,N/L,N/L,2025-08-01
AUPH,Aurinia Pharm Ord,Medical - Drugs,Medical,1206479000,24.51,3.54,9.93%,14.27%,0,29.41,1123049000,54080000,34630000,135104000,5750000,1.16,12.20%,36.83%,N/L,N/L,N/L,N/L,N/L,2025-07-31
AUR,Aurora Innovation Inc Cl A,Technology Services,Business Services,11356178000,0,6.44,-37.72%,-42.79%,0,N/A,11145178000,-783000000,-804000000,1768875000,-748000000,2.48,11.85%,44.71%,N/L,N/L,N/L,N/L,N/L,2025-07-30
AUTL,Autolus Therapeutics Plc ADR,Medical - Biomedical,Medical,670675000,0,1.89,-29.67%,-52.82%,0,N/A,441865000,-248810000,-256530000,266141000,-220660000,1.81,25.70%,72.83%,N/L,N/L,N/L,N/L,N/L,2025-08-12
AVAV,Aerovironment Inc,Aerospace - Defense Equipment,Aerospace,13464442000,82.94,8.65,8.80%,10.68%,0.03,50.130001,13453582000,119710000,59160000,49342000,43620000,0.96,1.27%,86.38%,N/L,N/L,N/L,N/L,N/L,2025-09-03
AVDL,Avadel Pharmaceuticals Plc ADR,Medical - Drugs,Medical,1067031000,0,14.68,-16.30%,-36.07%,0,N/A,1015661000,-16690000,-19370000,96739000,-48830000,1.42,5.20%,69.19%,N/L,N/L,N/L,N/L,N/L,2025-08-14
AVGO,Broadcom Ltd,Electronics - Semiconductors,Computers and Technology,1364853248000,57.74,19.51,14.58%,35.49%,0.97,48.209999,1423071232000,33156000000,23146000000,4703471000,5895000000,1.12,2.00%,76.43%,N/L,N/L,N/L,N/L,N/L,2025-09-04
AVIR,Atea Pharmaceuticals Inc,Medical - Biomedical,Medical,333758000,0,0.78,-29.27%,-31.26%,0,N/A,269058000,-173600000,-162190000,85579000,-168390000,0.25,18.10%,86.67%,N/L,N/L,N/L,N/L,N/L,2025-08-06
AVPT,Avepoint Inc Cl A,Internet - Software,Computers and Technology,3772005000,0,10.39,-4.63%,-8.80%,0,N/A,3481265000,19030000,13650000,203233000,-29090000,1.33,26.19%,44.49%,N/L,N/L,N/L,N/L,N/L,2025-08-07
AVTR,Avantor Inc,Medical Services,Medical,9683120000,13.87,1.57,5.50%,11.93%,0.67,8.71,13477020000,1056000000,639300000,681430000,711500000,1.05,1.20%,95.08%,N/L,N/L,N/L,N/L,N/L,2025-08-01
AVXL,Anavex Lf SC,Medical - Biomedical,Medical,1036108000,0,10.9,-36.38%,-40.93%,0,N/A,903918000,-55170000,-55170000,85417000,-43000000,0.72,11.40%,31.55%,N/L,N/L,N/L,N/L,N/L,2025-08-05
AWK,American Water Works,Utility - Water Supply,Utilities,27364084000,25.59,2.6,3.32%,10.35%,1.28,14.89,40397084000,3368000000,2580000000,195012000,1051000000,0.69,0.11%,86.58%,N/L,N/L,N/L,N/L,N/L,2025-07-30
AXON,Axon Enterprise Inc,Aerospace - Defense Equipment,Aerospace,57221256000,435.13,21.6,2.83%,5.81%,0.68,254.580002,56766416000,81900000,33470000,77851000,377030000,1.29,4.40%,79.08%,N/L,N/L,N/L,N/L,N/L,2025-08-04
AXP,American Express Company,Finance - Misc Services,Finance,216843776000,21.63,6.64,3.62%,32.87%,1.8,19.16,226139776000,17187000000,15511000000,695882000,10129000000,1.25,0.20%,84.33%,N/L,N/L,N/L,N/L,N/L,2025-07-18
AXSM,Axsome Thera,Medical - Biomedical,Medical,4964466000,0,97.139999,-36.69%,-272.80%,3.41,N/A,4829826000,-253300000,-263900000,49236000,-287220000,0.46,22.30%,81.49%,N/L,N/L,N/L,N/L,N/L,2025-08-04
AXTI,Axt Inc,Electronics - Semiconductors,Computers and Technology,107169000,0,0.53,-5.32%,-8.54%,0.25,N/A,162729000,-12760000,-21740000,45604000,-11620000,2.07,8.80%,49.52%,N/L,N/L,N/L,N/L,N/L,2025-07-31
AZ,A2Z Cust2Mate Solutions Corp,Internet - Software,Computers and Technology,309216000,0,10.04,-121.98%,-256.23%,0.01,N/A,296626000,-15860000,-16720000,29590000,-17000000,1.46,27.95%,12.64%,N/L,N/L,N/L,N/L,N/L,2025-08-13
AZN,Astrazeneca Plc ADR,Medical - Biomedical,Medical,225343520000,17.06,5.56,12.83%,33.14%,0.73,11.7,248698528000,17250000000,10562000000,3101342000,7035000000,0.37,N/A,20.35%,N/L,N/L,N/L,N/L,N/L,2025-07-29
AZO,Autozone,Retail - Wholesale Auto Parts,Retail-Wholesale,64122472000,26.63,N/A,14.03%,-56.07%,-2.23,20.74,72848680000,4272510000,3710770000,16782000,2662430000,0.39,2.10%,92.74%,N/L,N/L,N/L,N/L,N/L,2025-05-27
B,Barrick Mining Corp,Mining - Gold,Basic Materials,37088312000,14.96,1.1,5.25%,7.51%,0.14,9.01,37743312000,6953000000,5038000000,1705994000,2144000000,0.28,5.22%,90.82%,N/L,N/L,N/L,N/L,N/L,2025-08-11
BA,Boeing Company,Aerospace - Defense,Aerospace,175728400000,0,N/A,-8.57%,0.00%,-16.13,N/A,215797408000,-8324000000,-10160000000,754005000,-11817000000,1.41,0.09%,64.82%,N/L,N/L,N/L,N/L,N/L,2025-07-29
BABA,Alibaba Group Holding ADR,Internet Commerce,Retail-Wholesale,286397952000,14.58,1.95,8.05%,13.64%,0.1,11.21,276853952000,26991000000,21140000000,2386053000,17929000000,0.21,12.50%,13.47%,N/L,N/L,N/L,N/L,N/L,2025-08-21
BAC,Bank of America Corp,Finance - Investment Brokers,Finance,364919392000,14.15,1.32,0.84%,10.25%,1.05,12.56,100162392000,80101000000,78242000000,7531876000,27132000000,1.3,0.30%,70.71%,N/L,N/L,N/L,N/L,N/L,2025-07-16
BAH,Booz Allen Hamilton Holding Corp,Consulting,Business Services,14039454000,18.13,14.54,11.77%,72.35%,3.99,14.88,17152454000,1700000000,1535000000,124188000,935000000,0.48,0.91%,91.82%,N/L,N/L,N/L,N/L,N/L,2025-07-25
BALL,Ball Corporation,Containers - Metal & Glass,Industrial Products,16370436000,18.14,2.99,5.29%,15.41%,1.21,11.02,21158436000,2082000000,1462000000,277418000,4008000000,1.08,0.81%,86.51%,N/L,N/L,N/L,N/L,N/L,2025-08-05
BAM,Brookfield Asset Management Ltd,Finance - Misc Services,Finance,103193872000,41.57,11.54,35.46%,52.70%,0.07,11.24,103181872000,582000000,582000000,1637478000,541000000,1.43,11.00%,68.41%,N/L,N/L,N/L,N/L,N/L,2025-08-06
BANC,First Pactrust Bancorp,Banks - Southwest,Finance,2230508000,13.26,0.74,0.65%,7.37%,0.27,11.42,1168738000,435280000,395160000,147618000,126890000,0.67,2.69%,86.88%,N/L,N/L,N/L,N/L,N/L,2025-07-23
BARK,Bark Inc,Consumer Services - Misc,Consumer Discretionary,172716000,0,1.9,-5.97%,-14.70%,0.43,N/A,121266000,-23520000,-35150000,169329000,-32880000,1.88,14.80%,28.76%,N/L,N/L,N/L,N/L,N/L,2025-08-07
BATRA,Atlanta Braves Holdings Inc,Media Conglomerates,Consumer Discretionary,3052245000,0,6.19,-1.35%,-4.07%,1.4,97.650002,3556765000,92260000,29430000,61874000,-31270000,0.69,4.83%,12.31%,N/L,N/L,N/L,N/L,N/L,2025-08-07
BAX,Baxter International Inc,Medical Products,Medical,14994972000,11.02,2.09,5.12%,17.24%,1.43,6.05,26356972000,1782000000,310000000,513175000,-649000000,0.61,0.21%,90.19%,N/L,N/L,N/L,N/L,N/L,2025-07-31
BB,Blackberry Ltd,Internet - Software,Computers and Technology,2325844000,99,3.25,1.30%,2.29%,0.27,74.690002,2254444000,96200000,51500000,594845000,-79000000,1.47,0.37%,54.48%,N/L,N/L,N/L,N/L,N/L,2025-06-24
BBAI,Bigbear.Ai Holdings Inc,IT Services,Computers and Technology,2151887000,0,11.48,-15.71%,-57.83%,0.51,39.400002,2237147000,53740000,-56560000,291189000,-295550000,3.46,1.10%,7.55%,N/L,N/L,N/L,N/L,N/L,2025-08-11
BBAR,Bbva Banco Frances S.A.,Banks - Foreign,Finance,3245326000,9.22,1.27,2.54%,13.53%,0.19,7.59,267066000,2769580000,2682010000,204237000,396450000,1.19,N/A,0.00%,N/L,N/L,N/L,N/L,N/L,2025-08-20
BBD,Banco Bradesco S.A. ADR,Banks - Foreign,Finance,29798076000,7.68,1.04,1.02%,12.33%,0.63,6.2,21810886000,24018160000,22769590000,10642170000,3198690000,0.71,0.33%,0.00%,N/L,N/L,N/L,N/L,N/L,2025-07-30
BBIO,Bridgebio Pharma Inc,Medical - Generic Drugs,Medical,8791490000,0,N/A,-94.43%,0.00%,-1.13,N/A,9831780000,-691610000,-697690000,189881000,-535760000,1.15,18.20%,99.85%,N/L,N/L,N/L,N/L,N/L,2025-08-05
BBWI,Bath & Body Works Inc,Retail - Misc & Diversified,Retail-Wholesale,6678475000,9.14,N/A,15.18%,-47.44%,-2.68,6.73,9888474000,1570000000,1288000000,211612000,798000000,1.72,0.26%,95.14%,N/L,N/L,N/L,N/L,N/L,2025-08-27
BBY,Best Buy Company,Retail - Consumer Electronics,Retail-Wholesale,14253242000,10.63,5.16,8.86%,46.39%,0.42,5.29,13829242000,2985000000,1644000000,211347000,927000000,1.24,0.47%,80.96%,N/L,N/L,N/L,N/L,N/L,2025-09-04
BCAB,Bioatla Inc,Medical - Biomedical,Medical,20727000,0,N/A,-116.55%,-373.47%,0,N/A,-28323000,-73010000,-73940000,58418000,-69780000,0.91,11.50%,77.23%,N/L,N/L,N/L,N/L,N/L,2025-08-14
BCAX,Bicara Therapeutics Inc,Medical - Biomedical,Medical,640798000,0,1.42,0.00%,0.00%,0,N/A,151088000,-77730000,-77790000,54536000,-68000000,N/A,15.50%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-12
BCE,BCE Inc,Diversified Comm Services,Utilities,22567130000,11.31,2.29,3.87%,19.22%,1.92,3.82,47961240000,11001320000,7322400000,932526000,251050000,0.61,0.15%,41.46%,N/L,N/L,N/L,N/L,N/L,2025-08-07
BCRX,Biocryst Pharma Inc,Medical - Drugs,Medical,1789088000,0,N/A,-11.06%,0.00%,-1.81,N/A,2512768000,22940000,33170000,209250000,-88880000,1.04,4.80%,85.88%,N/L,N/L,N/L,N/L,N/L,2025-08-04
BCS,Barclays Plc ADR,Banks - Foreign,Finance,69455504000,9.85,0.73,0.38%,8.04%,5.75,7.77,135632816000,13143290000,10927410000,3540036000,8059720000,1.1,0.02%,3.39%,N/L,N/L,N/L,N/L,N/L,2025-08-07
BDN,Brandywine Realty Trust,REIT - Equity Trust Other,Finance,707370000,5.99,0.81,-9.31%,-32.12%,2.22,313.589996,2824000000,421310000,224590000,172951000,-195910000,1.42,3.30%,87.27%,N/L,N/L,N/L,N/L,N/L,2025-07-23
BDX,Becton Dickinson and Company,Medical - Dental Suppliers,Medical,53114008000,13.03,2.09,7.36%,15.99%,0.7,8.69,69198008000,4513000000,2227000000,286607000,1705000000,0.25,0.36%,86.97%,N/L,N/L,N/L,N/L,N/L,2025-08-07
BE,Bloom Energy Corp Cl A,Other Alt Energy,Oils-Energy,7974744000,0,12.77,0.50%,2.51%,1.88,182.770004,8190074000,112710000,52860000,232229000,-29230000,3.22,3.60%,77.04%,N/L,N/L,N/L,N/L,N/L,2025-07-31
BEAM,Beam Therapeutics Inc,Medical - Biomedical,Medical,2184098000,0,1.88,-30.97%,-44.24%,0,N/A,1902128000,-431570000,-430730000,100557000,-376740000,2.07,3.50%,99.68%,N/L,N/L,N/L,N/L,N/L,2025-08-05
BEEM,Beam Global,Auto - Truck Original Parts,Auto-Tires-Trucks,40262000,0,1.59,-16.41%,-25.73%,0.01,N/A,35892000,-8870000,-13370000,15426000,-11280000,1.36,3.03%,26.59%,N/L,N/L,N/L,N/L,N/L,2025-08-12
BEKE,Ke Holdings Inc ADR,Internet - Services,Computers and Technology,23574772000,35.27,2.51,3.74%,6.75%,0,31.629999,20832982000,734240000,595540000,1208343000,556890000,-0.76,6.80%,39.34%,N/L,N/L,N/L,N/L,N/L,2025-08-11
BELFB,BEL Fuse Inc Cl B,Electronics Products - Misc,Computers and Technology,1518012000,24.12,3.46,6.46%,14.47%,0.76,22.43,1822852000,88470000,71860000,12667000,40960000,1.51,5.37%,58.39%,N/L,N/L,N/L,N/L,N/L,2025-07-24
BEN,Franklin Resources,Finance - Investment Mgmt,Finance,13043431000,10.99,0.99,3.74%,9.13%,0.93,7.21,22078130000,1735200000,1218500000,525521000,464800000,1.45,22.90%,47.56%,N/L,N/L,N/L,N/L,N/L,2025-08-01
BEP,Brookfield Renewable,Utility - Electric Power,Utilities,7731584000,0,0.24,-0.06%,-0.15%,1.06,3.9,39334584000,5771000000,3761000000,283832000,-181000000,0.99,N/A,63.16%,N/L,N/L,N/L,N/L,N/L,2025-08-01
BEPC,Brookfield Renewable Corp,Other Alt Energy,Oils-Energy,5281095000,0,0.43,0.13%,0.42%,0.11,4.23,5900095000,3855000000,2593000000,144886000,236000000,1.16,N/A,75.12%,N/L,N/L,N/L,N/L,N/L,2025-08-01
BF.B,Brown Forman Inc Cl B,Beverages - Alcohol,Consumer Staples,14633832000,16.93,3.69,10.63%,23.19%,0.68,15.4,16922832000,1194000000,1107000000,472669000,869000000,0.55,2.66%,34.67%,N/L,N/L,N/L,N/L,N/L,2025-09-04
BFH,Bread Financial Hldgs Inc,Finance - Misc Services,Finance,2945155000,7.39,0.9,1.83%,13.10%,1.67,5.18,3824155000,3904000000,3701000000,46549000,277000000,1.38,0.85%,99.52%,N/L,N/L,N/L,N/L,N/L,2025-07-24
